"Assessed","Assessor","question1","question2","dimension","answer"
"Marjiwra Clowe","Metin Buntyn"," ","Up to 3 things the person should improve","","More data analysis skills!"
"Marjiwra Clowe","Metin Buntyn"," ","Up to 3 things the person should keep doing","","I really like how you set up meetings"
"Marjiwra Clowe","Metin Buntyn"," ","Spaceholder","",""
"Marjiwra Clowe","Metin Buntyn"," ","Spaceholder","",""
"Marjiwra Clowe","Metin Buntyn"," ","Spaceholder","",""
"Marjiwra Clowe","Metin Buntyn"," ","Your relationship to the person being assessed","","Peer"
"Marjiwra Clowe","Metin Buntyn","1. This person proactively works on solutions."," ","Current Performance","1"
"Marjiwra Clowe","Metin Buntyn","1. This person proactively works on solutions."," ","Desired Performance",""
"Marjiwra Clowe","Metin Buntyn","2. This person makes the team more effective."," ","Current Performance","6"
"Marjiwra Clowe","Metin Buntyn","2. This person makes the team more effective."," ","Desired Performance",""
"Marjiwra Clowe","Metin Buntyn","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Marjiwra Clowe","Metin Buntyn","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Marjiwra Clowe","Metin Buntyn","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Marjiwra Clowe","Metin Buntyn","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Marjiwra Clowe","Metin Buntyn","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Marjiwra Clowe","Metin Buntyn","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Marjiwra Clowe","Graym Renollet"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Marjiwra Clowe","Graym Renollet"," ","Up to 3 things the person should improve","","Align more with team"
"Marjiwra Clowe","Graym Renollet"," ","Up to 3 things the person should keep doing","","Data-analysis is great!"
"Marjiwra Clowe","Graym Renollet"," ","Spaceholder",""," "
"Marjiwra Clowe","Graym Renollet"," ","Spaceholder","",""
"Marjiwra Clowe","Graym Renollet"," ","Spaceholder","",""
"Marjiwra Clowe","Graym Renollet"," ","Your relationship to the person being assessed","","Peer"
"Marjiwra Clowe","Graym Renollet","1. This person proactively works on solutions."," ","Current Performance","2"
"Marjiwra Clowe","Graym Renollet","1. This person proactively works on solutions."," ","Desired Performance",""
"Marjiwra Clowe","Graym Renollet","2. This person makes the team more effective."," ","Current Performance","1"
"Marjiwra Clowe","Graym Renollet","2. This person makes the team more effective."," ","Desired Performance",""
"Marjiwra Clowe","Graym Renollet","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Marjiwra Clowe","Graym Renollet","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Marjiwra Clowe","Graym Renollet","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Marjiwra Clowe","Graym Renollet","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Marjiwra Clowe","Graym Renollet","5. On my next project I would like to work with this person again."," ","Current Performance","4"
"Marjiwra Clowe","Graym Renollet","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Marjiwra Clowe","Weru Shifflette"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Marjiwra Clowe","Weru Shifflette"," ","Up to 3 things the person should improve","","Nothing to improve, great work"
"Marjiwra Clowe","Weru Shifflette"," ","Up to 3 things the person should keep doing","","I really like how you set up meetings"
"Marjiwra Clowe","Weru Shifflette"," ","Spaceholder","",""
"Marjiwra Clowe","Weru Shifflette"," ","Spaceholder","",""
"Marjiwra Clowe","Weru Shifflette"," ","Spaceholder","",""
"Marjiwra Clowe","Weru Shifflette"," ","Your relationship to the person being assessed","","Peer"
"Marjiwra Clowe","Weru Shifflette","1. This person proactively works on solutions."," ","Current Performance","5"
"Marjiwra Clowe","Weru Shifflette","1. This person proactively works on solutions."," ","Desired Performance",""
"Marjiwra Clowe","Weru Shifflette","2. This person makes the team more effective."," ","Current Performance","1"
"Marjiwra Clowe","Weru Shifflette","2. This person makes the team more effective."," ","Desired Performance",""
"Marjiwra Clowe","Weru Shifflette","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Marjiwra Clowe","Weru Shifflette","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Marjiwra Clowe","Weru Shifflette","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Marjiwra Clowe","Weru Shifflette","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Marjiwra Clowe","Weru Shifflette","5. On my next project I would like to work with this person again."," ","Current Performance","4"
"Marjiwra Clowe","Weru Shifflette","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Marjiwra Clowe","Lilian Goodmon"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Marjiwra Clowe","Lilian Goodmon"," ","Up to 3 things the person should improve","","Nothing to improve, great work"
"Marjiwra Clowe","Lilian Goodmon"," ","Up to 3 things the person should keep doing","","Your upskilling is great"
"Marjiwra Clowe","Lilian Goodmon"," ","Spaceholder",""," "
"Marjiwra Clowe","Lilian Goodmon"," ","Spaceholder",""," "
"Marjiwra Clowe","Lilian Goodmon"," ","Spaceholder","",""
"Marjiwra Clowe","Lilian Goodmon"," ","Your relationship to the person being assessed","","Peer"
"Marjiwra Clowe","Lilian Goodmon","1. This person proactively works on solutions."," ","Current Performance","5"
"Marjiwra Clowe","Lilian Goodmon","1. This person proactively works on solutions."," ","Desired Performance",""
"Marjiwra Clowe","Lilian Goodmon","2. This person makes the team more effective."," ","Current Performance","1"
"Marjiwra Clowe","Lilian Goodmon","2. This person makes the team more effective."," ","Desired Performance",""
"Marjiwra Clowe","Lilian Goodmon","3. This person delivers results that align with the project or team's needs."," ","Current Performance","6"
"Marjiwra Clowe","Lilian Goodmon","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Marjiwra Clowe","Lilian Goodmon","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","2"
"Marjiwra Clowe","Lilian Goodmon","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Marjiwra Clowe","Lilian Goodmon","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Marjiwra Clowe","Lilian Goodmon","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Marjiwra Clowe","Catronia Finocchi"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Marjiwra Clowe","Catronia Finocchi"," ","Up to 3 things the person should improve","",""
"Marjiwra Clowe","Catronia Finocchi"," ","Up to 3 things the person should keep doing","",""
"Marjiwra Clowe","Catronia Finocchi"," ","Spaceholder","",""
"Marjiwra Clowe","Catronia Finocchi"," ","Spaceholder","",""
"Marjiwra Clowe","Catronia Finocchi"," ","Spaceholder",""," "
"Marjiwra Clowe","Catronia Finocchi"," ","Your relationship to the person being assessed","","Peer"
"Marjiwra Clowe","Catronia Finocchi","1. This person proactively works on solutions."," ","Current Performance","4"
"Marjiwra Clowe","Catronia Finocchi","1. This person proactively works on solutions."," ","Desired Performance",""
"Marjiwra Clowe","Catronia Finocchi","2. This person makes the team more effective."," ","Current Performance","3"
"Marjiwra Clowe","Catronia Finocchi","2. This person makes the team more effective."," ","Desired Performance",""
"Marjiwra Clowe","Catronia Finocchi","3. This person delivers results that align with the project or team's needs."," ","Current Performance","6"
"Marjiwra Clowe","Catronia Finocchi","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Marjiwra Clowe","Catronia Finocchi","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Marjiwra Clowe","Catronia Finocchi","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Marjiwra Clowe","Catronia Finocchi","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Marjiwra Clowe","Catronia Finocchi","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Marjiwra Clowe","Dyann Woodhurst"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Marjiwra Clowe","Dyann Woodhurst"," ","Up to 3 things the person should improve","","Nothing to improve, great work"
"Marjiwra Clowe","Dyann Woodhurst"," ","Up to 3 things the person should keep doing","","Financial models work great!"
"Marjiwra Clowe","Dyann Woodhurst"," ","Spaceholder","",""
"Marjiwra Clowe","Dyann Woodhurst"," ","Spaceholder","",""
"Marjiwra Clowe","Dyann Woodhurst"," ","Spaceholder","",""
"Marjiwra Clowe","Dyann Woodhurst"," ","Your relationship to the person being assessed","","Peer"
"Marjiwra Clowe","Dyann Woodhurst","1. This person proactively works on solutions."," ","Current Performance","1"
"Marjiwra Clowe","Dyann Woodhurst","1. This person proactively works on solutions."," ","Desired Performance",""
"Marjiwra Clowe","Dyann Woodhurst","2. This person makes the team more effective."," ","Current Performance","6"
"Marjiwra Clowe","Dyann Woodhurst","2. This person makes the team more effective."," ","Desired Performance",""
"Marjiwra Clowe","Dyann Woodhurst","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Marjiwra Clowe","Dyann Woodhurst","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Marjiwra Clowe","Dyann Woodhurst","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Marjiwra Clowe","Dyann Woodhurst","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Marjiwra Clowe","Dyann Woodhurst","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Marjiwra Clowe","Dyann Woodhurst","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Marjiwra Clowe","Carlanne Gelbard"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Marjiwra Clowe","Carlanne Gelbard"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Marjiwra Clowe","Carlanne Gelbard"," ","Up to 3 things the person should keep doing","","I really like how you set up meetings"
"Marjiwra Clowe","Carlanne Gelbard"," ","Spaceholder",""," "
"Marjiwra Clowe","Carlanne Gelbard"," ","Spaceholder",""," "
"Marjiwra Clowe","Carlanne Gelbard"," ","Spaceholder","",""
"Marjiwra Clowe","Carlanne Gelbard"," ","Your relationship to the person being assessed","","Peer"
"Marjiwra Clowe","Carlanne Gelbard","1. This person proactively works on solutions."," ","Current Performance","5"
"Marjiwra Clowe","Carlanne Gelbard","1. This person proactively works on solutions."," ","Desired Performance",""
"Marjiwra Clowe","Carlanne Gelbard","2. This person makes the team more effective."," ","Current Performance","2"
"Marjiwra Clowe","Carlanne Gelbard","2. This person makes the team more effective."," ","Desired Performance",""
"Marjiwra Clowe","Carlanne Gelbard","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Marjiwra Clowe","Carlanne Gelbard","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Marjiwra Clowe","Carlanne Gelbard","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Marjiwra Clowe","Carlanne Gelbard","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Marjiwra Clowe","Carlanne Gelbard","5. On my next project I would like to work with this person again."," ","Current Performance","6"
"Marjiwra Clowe","Carlanne Gelbard","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Nadelena Ala","Stacey-Anne Greenig"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Nadelena Ala","Stacey-Anne Greenig"," ","Up to 3 things the person should improve","","Nothing to improve, great work"
"Nadelena Ala","Stacey-Anne Greenig"," ","Up to 3 things the person should keep doing","",""
"Nadelena Ala","Stacey-Anne Greenig"," ","Spaceholder","",""
"Nadelena Ala","Stacey-Anne Greenig"," ","Spaceholder","",""
"Nadelena Ala","Stacey-Anne Greenig"," ","Spaceholder",""," "
"Nadelena Ala","Stacey-Anne Greenig"," ","Your relationship to the person being assessed","","Peer"
"Nadelena Ala","Stacey-Anne Greenig","1. This person proactively works on solutions."," ","Current Performance","2"
"Nadelena Ala","Stacey-Anne Greenig","1. This person proactively works on solutions."," ","Desired Performance",""
"Nadelena Ala","Stacey-Anne Greenig","2. This person makes the team more effective."," ","Current Performance","3"
"Nadelena Ala","Stacey-Anne Greenig","2. This person makes the team more effective."," ","Desired Performance",""
"Nadelena Ala","Stacey-Anne Greenig","3. This person delivers results that align with the project or team's needs."," ","Current Performance","6"
"Nadelena Ala","Stacey-Anne Greenig","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Nadelena Ala","Stacey-Anne Greenig","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Nadelena Ala","Stacey-Anne Greenig","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Nadelena Ala","Stacey-Anne Greenig","5. On my next project I would like to work with this person again."," ","Current Performance","4"
"Nadelena Ala","Stacey-Anne Greenig","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Nadelena Ala","Laureen Jagtiani"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Nadelena Ala","Laureen Jagtiani"," ","Up to 3 things the person should improve","",""
"Nadelena Ala","Laureen Jagtiani"," ","Up to 3 things the person should keep doing","","Financial models work great!"
"Nadelena Ala","Laureen Jagtiani"," ","Spaceholder","",""
"Nadelena Ala","Laureen Jagtiani"," ","Spaceholder","",""
"Nadelena Ala","Laureen Jagtiani"," ","Spaceholder","",""
"Nadelena Ala","Laureen Jagtiani"," ","Your relationship to the person being assessed","","Peer"
"Nadelena Ala","Laureen Jagtiani","1. This person proactively works on solutions."," ","Current Performance","3"
"Nadelena Ala","Laureen Jagtiani","1. This person proactively works on solutions."," ","Desired Performance",""
"Nadelena Ala","Laureen Jagtiani","2. This person makes the team more effective."," ","Current Performance","5"
"Nadelena Ala","Laureen Jagtiani","2. This person makes the team more effective."," ","Desired Performance",""
"Nadelena Ala","Laureen Jagtiani","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Nadelena Ala","Laureen Jagtiani","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Nadelena Ala","Laureen Jagtiani","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","3"
"Nadelena Ala","Laureen Jagtiani","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Nadelena Ala","Laureen Jagtiani","5. On my next project I would like to work with this person again."," ","Current Performance","6"
"Nadelena Ala","Laureen Jagtiani","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Nadelena Ala","Marjiwra Clowe"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Nadelena Ala","Marjiwra Clowe"," ","Up to 3 things the person should improve","","Nothing to improve, great work"
"Nadelena Ala","Marjiwra Clowe"," ","Up to 3 things the person should keep doing","",""
"Nadelena Ala","Marjiwra Clowe"," ","Spaceholder","",""
"Nadelena Ala","Marjiwra Clowe"," ","Spaceholder","",""
"Nadelena Ala","Marjiwra Clowe"," ","Spaceholder","",""
"Nadelena Ala","Marjiwra Clowe"," ","Your relationship to the person being assessed","","Peer"
"Nadelena Ala","Marjiwra Clowe","1. This person proactively works on solutions."," ","Current Performance","7"
"Nadelena Ala","Marjiwra Clowe","1. This person proactively works on solutions."," ","Desired Performance",""
"Nadelena Ala","Marjiwra Clowe","2. This person makes the team more effective."," ","Current Performance","4"
"Nadelena Ala","Marjiwra Clowe","2. This person makes the team more effective."," ","Desired Performance",""
"Nadelena Ala","Marjiwra Clowe","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Nadelena Ala","Marjiwra Clowe","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Nadelena Ala","Marjiwra Clowe","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Nadelena Ala","Marjiwra Clowe","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Nadelena Ala","Marjiwra Clowe","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Nadelena Ala","Marjiwra Clowe","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Nadelena Ala","Peta Karmazin"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Nadelena Ala","Peta Karmazin"," ","Up to 3 things the person should improve","",""
"Nadelena Ala","Peta Karmazin"," ","Up to 3 things the person should keep doing","","Data-analysis is great!"
"Nadelena Ala","Peta Karmazin"," ","Spaceholder",""," "
"Nadelena Ala","Peta Karmazin"," ","Spaceholder","",""
"Nadelena Ala","Peta Karmazin"," ","Spaceholder",""," "
"Nadelena Ala","Peta Karmazin"," ","Your relationship to the person being assessed","","Peer"
"Nadelena Ala","Peta Karmazin","1. This person proactively works on solutions."," ","Current Performance","3"
"Nadelena Ala","Peta Karmazin","1. This person proactively works on solutions."," ","Desired Performance",""
"Nadelena Ala","Peta Karmazin","2. This person makes the team more effective."," ","Current Performance","7"
"Nadelena Ala","Peta Karmazin","2. This person makes the team more effective."," ","Desired Performance",""
"Nadelena Ala","Peta Karmazin","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Nadelena Ala","Peta Karmazin","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Nadelena Ala","Peta Karmazin","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Nadelena Ala","Peta Karmazin","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Nadelena Ala","Peta Karmazin","5. On my next project I would like to work with this person again."," ","Current Performance","6"
"Nadelena Ala","Peta Karmazin","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Nadelena Ala","Metin Buntyn"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Nadelena Ala","Metin Buntyn"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Nadelena Ala","Metin Buntyn"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Nadelena Ala","Metin Buntyn"," ","Spaceholder","",""
"Nadelena Ala","Metin Buntyn"," ","Spaceholder",""," "
"Nadelena Ala","Metin Buntyn"," ","Spaceholder",""," "
"Nadelena Ala","Metin Buntyn"," ","Your relationship to the person being assessed","","Peer"
"Nadelena Ala","Metin Buntyn","1. This person proactively works on solutions."," ","Current Performance","7"
"Nadelena Ala","Metin Buntyn","1. This person proactively works on solutions."," ","Desired Performance",""
"Nadelena Ala","Metin Buntyn","2. This person makes the team more effective."," ","Current Performance","5"
"Nadelena Ala","Metin Buntyn","2. This person makes the team more effective."," ","Desired Performance",""
"Nadelena Ala","Metin Buntyn","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Nadelena Ala","Metin Buntyn","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Nadelena Ala","Metin Buntyn","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","3"
"Nadelena Ala","Metin Buntyn","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Nadelena Ala","Metin Buntyn","5. On my next project I would like to work with this person again."," ","Current Performance","3"
"Nadelena Ala","Metin Buntyn","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Nadelena Ala","Graym Renollet"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Nadelena Ala","Graym Renollet"," ","Up to 3 things the person should improve","",""
"Nadelena Ala","Graym Renollet"," ","Up to 3 things the person should keep doing","","I really like how you set up meetings"
"Nadelena Ala","Graym Renollet"," ","Spaceholder","",""
"Nadelena Ala","Graym Renollet"," ","Spaceholder",""," "
"Nadelena Ala","Graym Renollet"," ","Spaceholder","",""
"Nadelena Ala","Graym Renollet"," ","Your relationship to the person being assessed","","Peer"
"Nadelena Ala","Graym Renollet","1. This person proactively works on solutions."," ","Current Performance","7"
"Nadelena Ala","Graym Renollet","1. This person proactively works on solutions."," ","Desired Performance",""
"Nadelena Ala","Graym Renollet","2. This person makes the team more effective."," ","Current Performance","3"
"Nadelena Ala","Graym Renollet","2. This person makes the team more effective."," ","Desired Performance",""
"Nadelena Ala","Graym Renollet","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Nadelena Ala","Graym Renollet","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Nadelena Ala","Graym Renollet","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","3"
"Nadelena Ala","Graym Renollet","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Nadelena Ala","Graym Renollet","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Nadelena Ala","Graym Renollet","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Nadelena Ala","Weru Shifflette"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Nadelena Ala","Weru Shifflette"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Nadelena Ala","Weru Shifflette"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Nadelena Ala","Weru Shifflette"," ","Spaceholder","",""
"Nadelena Ala","Weru Shifflette"," ","Spaceholder","",""
"Nadelena Ala","Weru Shifflette"," ","Spaceholder",""," "
"Nadelena Ala","Weru Shifflette"," ","Your relationship to the person being assessed","","Peer"
"Nadelena Ala","Weru Shifflette","1. This person proactively works on solutions."," ","Current Performance","6"
"Nadelena Ala","Weru Shifflette","1. This person proactively works on solutions."," ","Desired Performance",""
"Nadelena Ala","Weru Shifflette","2. This person makes the team more effective."," ","Current Performance","5"
"Nadelena Ala","Weru Shifflette","2. This person makes the team more effective."," ","Desired Performance",""
"Nadelena Ala","Weru Shifflette","3. This person delivers results that align with the project or team's needs."," ","Current Performance","5"
"Nadelena Ala","Weru Shifflette","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Nadelena Ala","Weru Shifflette","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Nadelena Ala","Weru Shifflette","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Nadelena Ala","Weru Shifflette","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Nadelena Ala","Weru Shifflette","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Nadelena Ala","Lilian Goodmon"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Nadelena Ala","Lilian Goodmon"," ","Up to 3 things the person should improve","",""
"Nadelena Ala","Lilian Goodmon"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Nadelena Ala","Lilian Goodmon"," ","Spaceholder","",""
"Nadelena Ala","Lilian Goodmon"," ","Spaceholder","",""
"Nadelena Ala","Lilian Goodmon"," ","Spaceholder","",""
"Nadelena Ala","Lilian Goodmon"," ","Your relationship to the person being assessed","","Peer"
"Nadelena Ala","Lilian Goodmon","1. This person proactively works on solutions."," ","Current Performance","5"
"Nadelena Ala","Lilian Goodmon","1. This person proactively works on solutions."," ","Desired Performance",""
"Nadelena Ala","Lilian Goodmon","2. This person makes the team more effective."," ","Current Performance","3"
"Nadelena Ala","Lilian Goodmon","2. This person makes the team more effective."," ","Desired Performance",""
"Nadelena Ala","Lilian Goodmon","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Nadelena Ala","Lilian Goodmon","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Nadelena Ala","Lilian Goodmon","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Nadelena Ala","Lilian Goodmon","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Nadelena Ala","Lilian Goodmon","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Nadelena Ala","Lilian Goodmon","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Nadelena Ala","Catronia Finocchi"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Nadelena Ala","Catronia Finocchi"," ","Up to 3 things the person should improve","",""
"Nadelena Ala","Catronia Finocchi"," ","Up to 3 things the person should keep doing","","Data-analysis is great!"
"Nadelena Ala","Catronia Finocchi"," ","Spaceholder","",""
"Nadelena Ala","Catronia Finocchi"," ","Spaceholder","",""
"Nadelena Ala","Catronia Finocchi"," ","Spaceholder","",""
"Nadelena Ala","Catronia Finocchi"," ","Your relationship to the person being assessed","","Peer"
"Nadelena Ala","Catronia Finocchi","1. This person proactively works on solutions."," ","Current Performance","1"
"Nadelena Ala","Catronia Finocchi","1. This person proactively works on solutions."," ","Desired Performance",""
"Nadelena Ala","Catronia Finocchi","2. This person makes the team more effective."," ","Current Performance","4"
"Nadelena Ala","Catronia Finocchi","2. This person makes the team more effective."," ","Desired Performance",""
"Nadelena Ala","Catronia Finocchi","3. This person delivers results that align with the project or team's needs."," ","Current Performance","6"
"Nadelena Ala","Catronia Finocchi","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Nadelena Ala","Catronia Finocchi","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Nadelena Ala","Catronia Finocchi","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Nadelena Ala","Catronia Finocchi","5. On my next project I would like to work with this person again."," ","Current Performance","3"
"Nadelena Ala","Catronia Finocchi","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Nadelena Ala","Dyann Woodhurst"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Nadelena Ala","Dyann Woodhurst"," ","Up to 3 things the person should improve","","Align more with team"
"Nadelena Ala","Dyann Woodhurst"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Nadelena Ala","Dyann Woodhurst"," ","Spaceholder","",""
"Nadelena Ala","Dyann Woodhurst"," ","Spaceholder",""," "
"Nadelena Ala","Dyann Woodhurst"," ","Spaceholder",""," "
"Nadelena Ala","Dyann Woodhurst"," ","Your relationship to the person being assessed","","Peer"
"Nadelena Ala","Dyann Woodhurst","1. This person proactively works on solutions."," ","Current Performance","6"
"Nadelena Ala","Dyann Woodhurst","1. This person proactively works on solutions."," ","Desired Performance",""
"Nadelena Ala","Dyann Woodhurst","2. This person makes the team more effective."," ","Current Performance","6"
"Nadelena Ala","Dyann Woodhurst","2. This person makes the team more effective."," ","Desired Performance",""
"Nadelena Ala","Dyann Woodhurst","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Nadelena Ala","Dyann Woodhurst","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Nadelena Ala","Dyann Woodhurst","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Nadelena Ala","Dyann Woodhurst","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Nadelena Ala","Dyann Woodhurst","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Nadelena Ala","Dyann Woodhurst","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Nadelena Ala","Carlanne Gelbard"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Nadelena Ala","Carlanne Gelbard"," ","Up to 3 things the person should improve","",""
"Nadelena Ala","Carlanne Gelbard"," ","Up to 3 things the person should keep doing","",""
"Nadelena Ala","Carlanne Gelbard"," ","Spaceholder","",""
"Nadelena Ala","Carlanne Gelbard"," ","Spaceholder","",""
"Nadelena Ala","Carlanne Gelbard"," ","Spaceholder","",""
"Nadelena Ala","Carlanne Gelbard"," ","Your relationship to the person being assessed","","Peer"
"Nadelena Ala","Carlanne Gelbard","1. This person proactively works on solutions."," ","Current Performance","6"
