"Assessed","Assessor","question1","question2","dimension","answer"
"Sadiah Deigado","Kenna Strelec"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Sadiah Deigado","Kenna Strelec"," ","Up to 3 things the person should improve","",""
"Sadiah Deigado","Kenna Strelec"," ","Up to 3 things the person should keep doing","","Financial models work great!"
"Sadiah Deigado","Kenna Strelec"," ","Spaceholder","",""
"Sadiah Deigado","Kenna Strelec"," ","Spaceholder","",""
"Sadiah Deigado","Kenna Strelec"," ","Spaceholder",""," "
"Sadiah Deigado","Kenna Strelec"," ","Your relationship to the person being assessed","","Peer"
"Sadiah Deigado","Kenna Strelec","1. This person proactively works on solutions."," ","Current Performance","1"
"Sadiah Deigado","Kenna Strelec","1. This person proactively works on solutions."," ","Desired Performance",""
"Sadiah Deigado","Kenna Strelec","2. This person makes the team more effective."," ","Current Performance","6"
"Sadiah Deigado","Kenna Strelec","2. This person makes the team more effective."," ","Desired Performance",""
"Sadiah Deigado","Kenna Strelec","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Sadiah Deigado","Kenna Strelec","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Sadiah Deigado","Kenna Strelec","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","5"
"Sadiah Deigado","Kenna Strelec","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Sadiah Deigado","Kenna Strelec","5. On my next project I would like to work with this person again."," ","Current Performance","6"
"Sadiah Deigado","Kenna Strelec","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Sadiah Deigado","Deanna Chopp"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Sadiah Deigado","Deanna Chopp"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Sadiah Deigado","Deanna Chopp"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Sadiah Deigado","Deanna Chopp"," ","Spaceholder","",""
"Sadiah Deigado","Deanna Chopp"," ","Spaceholder","",""
"Sadiah Deigado","Deanna Chopp"," ","Spaceholder","",""
"Sadiah Deigado","Deanna Chopp"," ","Your relationship to the person being assessed","","Peer"
"Sadiah Deigado","Deanna Chopp","1. This person proactively works on solutions."," ","Current Performance","5"
"Sadiah Deigado","Deanna Chopp","1. This person proactively works on solutions."," ","Desired Performance",""
"Sadiah Deigado","Deanna Chopp","2. This person makes the team more effective."," ","Current Performance","2"
"Sadiah Deigado","Deanna Chopp","2. This person makes the team more effective."," ","Desired Performance",""
"Sadiah Deigado","Deanna Chopp","3. This person delivers results that align with the project or team's needs."," ","Current Performance","2"
"Sadiah Deigado","Deanna Chopp","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Sadiah Deigado","Deanna Chopp","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Sadiah Deigado","Deanna Chopp","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Sadiah Deigado","Deanna Chopp","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Sadiah Deigado","Deanna Chopp","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Sadiah Deigado","Anne-Maree Koeber"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Sadiah Deigado","Anne-Maree Koeber"," ","Up to 3 things the person should improve","","More data analysis skills!"
"Sadiah Deigado","Anne-Maree Koeber"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Sadiah Deigado","Anne-Maree Koeber"," ","Spaceholder","",""
"Sadiah Deigado","Anne-Maree Koeber"," ","Spaceholder",""," "
"Sadiah Deigado","Anne-Maree Koeber"," ","Spaceholder","",""
"Sadiah Deigado","Anne-Maree Koeber"," ","Your relationship to the person being assessed","","Peer"
"Sadiah Deigado","Anne-Maree Koeber","1. This person proactively works on solutions."," ","Current Performance","6"
"Sadiah Deigado","Anne-Maree Koeber","1. This person proactively works on solutions."," ","Desired Performance",""
"Sadiah Deigado","Anne-Maree Koeber","2. This person makes the team more effective."," ","Current Performance","1"
"Sadiah Deigado","Anne-Maree Koeber","2. This person makes the team more effective."," ","Desired Performance",""
"Sadiah Deigado","Anne-Maree Koeber","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Sadiah Deigado","Anne-Maree Koeber","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Sadiah Deigado","Anne-Maree Koeber","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Sadiah Deigado","Anne-Maree Koeber","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Sadiah Deigado","Anne-Maree Koeber","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Sadiah Deigado","Anne-Maree Koeber","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Sadiah Deigado","Jordi Delso"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Sadiah Deigado","Jordi Delso"," ","Up to 3 things the person should improve","","No improvements, awesome work"
"Sadiah Deigado","Jordi Delso"," ","Up to 3 things the person should keep doing","","Data-analysis is great!"
"Sadiah Deigado","Jordi Delso"," ","Spaceholder","",""
"Sadiah Deigado","Jordi Delso"," ","Spaceholder",""," "
"Sadiah Deigado","Jordi Delso"," ","Spaceholder","",""
"Sadiah Deigado","Jordi Delso"," ","Your relationship to the person being assessed","","Peer"
"Sadiah Deigado","Jordi Delso","1. This person proactively works on solutions."," ","Current Performance","6"
"Sadiah Deigado","Jordi Delso","1. This person proactively works on solutions."," ","Desired Performance",""
"Sadiah Deigado","Jordi Delso","2. This person makes the team more effective."," ","Current Performance","7"
"Sadiah Deigado","Jordi Delso","2. This person makes the team more effective."," ","Desired Performance",""
"Sadiah Deigado","Jordi Delso","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Sadiah Deigado","Jordi Delso","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Sadiah Deigado","Jordi Delso","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Sadiah Deigado","Jordi Delso","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Sadiah Deigado","Jordi Delso","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Sadiah Deigado","Jordi Delso","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Sadiah Deigado","Averoes Cores"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Sadiah Deigado","Averoes Cores"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Sadiah Deigado","Averoes Cores"," ","Up to 3 things the person should keep doing","","Your upskilling is great"
"Sadiah Deigado","Averoes Cores"," ","Spaceholder",""," "
"Sadiah Deigado","Averoes Cores"," ","Spaceholder",""," "
"Sadiah Deigado","Averoes Cores"," ","Spaceholder",""," "
"Sadiah Deigado","Averoes Cores"," ","Your relationship to the person being assessed","","Peer"
"Sadiah Deigado","Averoes Cores","1. This person proactively works on solutions."," ","Current Performance","6"
"Sadiah Deigado","Averoes Cores","1. This person proactively works on solutions."," ","Desired Performance",""
"Sadiah Deigado","Averoes Cores","2. This person makes the team more effective."," ","Current Performance","1"
"Sadiah Deigado","Averoes Cores","2. This person makes the team more effective."," ","Desired Performance",""
"Sadiah Deigado","Averoes Cores","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Sadiah Deigado","Averoes Cores","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Sadiah Deigado","Averoes Cores","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Sadiah Deigado","Averoes Cores","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Sadiah Deigado","Averoes Cores","5. On my next project I would like to work with this person again."," ","Current Performance","3"
"Sadiah Deigado","Averoes Cores","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Sadiah Deigado","Mara Allgyer"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Sadiah Deigado","Mara Allgyer"," ","Up to 3 things the person should improve","","Nothing to improve, great work"
"Sadiah Deigado","Mara Allgyer"," ","Up to 3 things the person should keep doing","","Financial models work great!"
"Sadiah Deigado","Mara Allgyer"," ","Spaceholder","",""
"Sadiah Deigado","Mara Allgyer"," ","Spaceholder","",""
"Sadiah Deigado","Mara Allgyer"," ","Spaceholder","",""
"Sadiah Deigado","Mara Allgyer"," ","Your relationship to the person being assessed","","Peer"
"Sadiah Deigado","Mara Allgyer","1. This person proactively works on solutions."," ","Current Performance","6"
"Sadiah Deigado","Mara Allgyer","1. This person proactively works on solutions."," ","Desired Performance",""
"Sadiah Deigado","Mara Allgyer","2. This person makes the team more effective."," ","Current Performance","1"
"Sadiah Deigado","Mara Allgyer","2. This person makes the team more effective."," ","Desired Performance",""
"Sadiah Deigado","Mara Allgyer","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Sadiah Deigado","Mara Allgyer","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Sadiah Deigado","Mara Allgyer","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Sadiah Deigado","Mara Allgyer","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Sadiah Deigado","Mara Allgyer","5. On my next project I would like to work with this person again."," ","Current Performance","3"
"Sadiah Deigado","Mara Allgyer","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Sadiah Deigado","Karleen Dobyns"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Sadiah Deigado","Karleen Dobyns"," ","Up to 3 things the person should improve","","Nothing to improve, great work"
"Sadiah Deigado","Karleen Dobyns"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Sadiah Deigado","Karleen Dobyns"," ","Spaceholder",""," "
"Sadiah Deigado","Karleen Dobyns"," ","Spaceholder",""," "
"Sadiah Deigado","Karleen Dobyns"," ","Spaceholder","",""
"Sadiah Deigado","Karleen Dobyns"," ","Your relationship to the person being assessed","","Peer"
"Sadiah Deigado","Karleen Dobyns","1. This person proactively works on solutions."," ","Current Performance","7"
"Sadiah Deigado","Karleen Dobyns","1. This person proactively works on solutions."," ","Desired Performance",""
"Sadiah Deigado","Karleen Dobyns","2. This person makes the team more effective."," ","Current Performance","7"
"Sadiah Deigado","Karleen Dobyns","2. This person makes the team more effective."," ","Desired Performance",""
"Sadiah Deigado","Karleen Dobyns","3. This person delivers results that align with the project or team's needs."," ","Current Performance","6"
"Sadiah Deigado","Karleen Dobyns","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Sadiah Deigado","Karleen Dobyns","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","2"
"Sadiah Deigado","Karleen Dobyns","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Sadiah Deigado","Karleen Dobyns","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Sadiah Deigado","Karleen Dobyns","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Sadiah Deigado","Ron Durda"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Sadiah Deigado","Ron Durda"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Sadiah Deigado","Ron Durda"," ","Up to 3 things the person should keep doing","",""
"Sadiah Deigado","Ron Durda"," ","Spaceholder","",""
"Sadiah Deigado","Ron Durda"," ","Spaceholder","",""
"Sadiah Deigado","Ron Durda"," ","Spaceholder",""," "
"Sadiah Deigado","Ron Durda"," ","Your relationship to the person being assessed","","Peer"
"Sadiah Deigado","Ron Durda","1. This person proactively works on solutions."," ","Current Performance","3"
"Sadiah Deigado","Ron Durda","1. This person proactively works on solutions."," ","Desired Performance",""
"Sadiah Deigado","Ron Durda","2. This person makes the team more effective."," ","Current Performance","5"
"Sadiah Deigado","Ron Durda","2. This person makes the team more effective."," ","Desired Performance",""
"Sadiah Deigado","Ron Durda","3. This person delivers results that align with the project or team's needs."," ","Current Performance","2"
"Sadiah Deigado","Ron Durda","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Sadiah Deigado","Ron Durda","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","5"
"Sadiah Deigado","Ron Durda","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Sadiah Deigado","Ron Durda","5. On my next project I would like to work with this person again."," ","Current Performance","4"
"Sadiah Deigado","Ron Durda","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Sadiah Deigado","Suzana Spink"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Sadiah Deigado","Suzana Spink"," ","Up to 3 things the person should improve","","No improvements, awesome work"
"Sadiah Deigado","Suzana Spink"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Sadiah Deigado","Suzana Spink"," ","Spaceholder","",""
"Sadiah Deigado","Suzana Spink"," ","Spaceholder","",""
"Sadiah Deigado","Suzana Spink"," ","Spaceholder",""," "
"Sadiah Deigado","Suzana Spink"," ","Your relationship to the person being assessed","","Peer"
"Sadiah Deigado","Suzana Spink","1. This person proactively works on solutions."," ","Current Performance","4"
"Sadiah Deigado","Suzana Spink","1. This person proactively works on solutions."," ","Desired Performance",""
"Sadiah Deigado","Suzana Spink","2. This person makes the team more effective."," ","Current Performance","4"
"Sadiah Deigado","Suzana Spink","2. This person makes the team more effective."," ","Desired Performance",""
"Sadiah Deigado","Suzana Spink","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Sadiah Deigado","Suzana Spink","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Sadiah Deigado","Suzana Spink","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Sadiah Deigado","Suzana Spink","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Sadiah Deigado","Suzana Spink","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Sadiah Deigado","Suzana Spink","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Anne-Maree Koeber","Kenna Strelec"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Anne-Maree Koeber","Kenna Strelec"," ","Up to 3 things the person should improve","",""
"Anne-Maree Koeber","Kenna Strelec"," ","Up to 3 things the person should keep doing","","Financial models work great!"
"Anne-Maree Koeber","Kenna Strelec"," ","Spaceholder","",""
"Anne-Maree Koeber","Kenna Strelec"," ","Spaceholder","",""
"Anne-Maree Koeber","Kenna Strelec"," ","Spaceholder",""," "
"Anne-Maree Koeber","Kenna Strelec"," ","Your relationship to the person being assessed","","Peer"
"Anne-Maree Koeber","Kenna Strelec","1. This person proactively works on solutions."," ","Current Performance","7"
"Anne-Maree Koeber","Kenna Strelec","1. This person proactively works on solutions."," ","Desired Performance",""
"Anne-Maree Koeber","Kenna Strelec","2. This person makes the team more effective."," ","Current Performance","1"
"Anne-Maree Koeber","Kenna Strelec","2. This person makes the team more effective."," ","Desired Performance",""
"Anne-Maree Koeber","Kenna Strelec","3. This person delivers results that align with the project or team's needs."," ","Current Performance","6"
"Anne-Maree Koeber","Kenna Strelec","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Anne-Maree Koeber","Kenna Strelec","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","3"
"Anne-Maree Koeber","Kenna Strelec","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Anne-Maree Koeber","Kenna Strelec","5. On my next project I would like to work with this person again."," ","Current Performance","6"
"Anne-Maree Koeber","Kenna Strelec","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Anne-Maree Koeber","Deanna Chopp"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Anne-Maree Koeber","Deanna Chopp"," ","Up to 3 things the person should improve","","No improvements, awesome work"
"Anne-Maree Koeber","Deanna Chopp"," ","Up to 3 things the person should keep doing","","Data-analysis is great!"
"Anne-Maree Koeber","Deanna Chopp"," ","Spaceholder","",""
"Anne-Maree Koeber","Deanna Chopp"," ","Spaceholder","",""
"Anne-Maree Koeber","Deanna Chopp"," ","Spaceholder","",""
"Anne-Maree Koeber","Deanna Chopp"," ","Your relationship to the person being assessed","","Peer"
"Anne-Maree Koeber","Deanna Chopp","1. This person proactively works on solutions."," ","Current Performance","6"
"Anne-Maree Koeber","Deanna Chopp","1. This person proactively works on solutions."," ","Desired Performance",""
"Anne-Maree Koeber","Deanna Chopp","2. This person makes the team more effective."," ","Current Performance","4"
"Anne-Maree Koeber","Deanna Chopp","2. This person makes the team more effective."," ","Desired Performance",""
"Anne-Maree Koeber","Deanna Chopp","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Anne-Maree Koeber","Deanna Chopp","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Anne-Maree Koeber","Deanna Chopp","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Anne-Maree Koeber","Deanna Chopp","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Anne-Maree Koeber","Deanna Chopp","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Anne-Maree Koeber","Deanna Chopp","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Anne-Maree Koeber","Sadiah Deigado"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Anne-Maree Koeber","Sadiah Deigado"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Anne-Maree Koeber","Sadiah Deigado"," ","Up to 3 things the person should keep doing","","Financial models work great!"
"Anne-Maree Koeber","Sadiah Deigado"," ","Spaceholder","",""
"Anne-Maree Koeber","Sadiah Deigado"," ","Spaceholder",""," "
"Anne-Maree Koeber","Sadiah Deigado"," ","Spaceholder",""," "
"Anne-Maree Koeber","Sadiah Deigado"," ","Your relationship to the person being assessed","","Peer"
"Anne-Maree Koeber","Sadiah Deigado","1. This person proactively works on solutions."," ","Current Performance","2"
"Anne-Maree Koeber","Sadiah Deigado","1. This person proactively works on solutions."," ","Desired Performance",""
"Anne-Maree Koeber","Sadiah Deigado","2. This person makes the team more effective."," ","Current Performance","4"
"Anne-Maree Koeber","Sadiah Deigado","2. This person makes the team more effective."," ","Desired Performance",""
"Anne-Maree Koeber","Sadiah Deigado","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Anne-Maree Koeber","Sadiah Deigado","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Anne-Maree Koeber","Sadiah Deigado","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Anne-Maree Koeber","Sadiah Deigado","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Anne-Maree Koeber","Sadiah Deigado","5. On my next project I would like to work with this person again."," ","Current Performance","3"
"Anne-Maree Koeber","Sadiah Deigado","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Anne-Maree Koeber","Jordi Delso"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Anne-Maree Koeber","Jordi Delso"," ","Up to 3 things the person should improve","",""
"Anne-Maree Koeber","Jordi Delso"," ","Up to 3 things the person should keep doing","","Your upskilling is great"
"Anne-Maree Koeber","Jordi Delso"," ","Spaceholder","",""
"Anne-Maree Koeber","Jordi Delso"," ","Spaceholder","",""
"Anne-Maree Koeber","Jordi Delso"," ","Spaceholder","",""
"Anne-Maree Koeber","Jordi Delso"," ","Your relationship to the person being assessed","","Peer"
"Anne-Maree Koeber","Jordi Delso","1. This person proactively works on solutions."," ","Current Performance","4"
"Anne-Maree Koeber","Jordi Delso","1. This person proactively works on solutions."," ","Desired Performance",""
"Anne-Maree Koeber","Jordi Delso","2. This person makes the team more effective."," ","Current Performance","7"
"Anne-Maree Koeber","Jordi Delso","2. This person makes the team more effective."," ","Desired Performance",""
"Anne-Maree Koeber","Jordi Delso","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Anne-Maree Koeber","Jordi Delso","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Anne-Maree Koeber","Jordi Delso","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","5"
"Anne-Maree Koeber","Jordi Delso","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Anne-Maree Koeber","Jordi Delso","5. On my next project I would like to work with this person again."," ","Current Performance","6"
"Anne-Maree Koeber","Jordi Delso","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Anne-Maree Koeber","Averoes Cores"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Anne-Maree Koeber","Averoes Cores"," ","Up to 3 things the person should improve","","More data analysis skills!"
"Anne-Maree Koeber","Averoes Cores"," ","Up to 3 things the person should keep doing","",""
"Anne-Maree Koeber","Averoes Cores"," ","Spaceholder",""," "
"Anne-Maree Koeber","Averoes Cores"," ","Spaceholder","",""
"Anne-Maree Koeber","Averoes Cores"," ","Spaceholder",""," "
"Anne-Maree Koeber","Averoes Cores"," ","Your relationship to the person being assessed","","Peer"
"Anne-Maree Koeber","Averoes Cores","1. This person proactively works on solutions."," ","Current Performance","7"
"Anne-Maree Koeber","Averoes Cores","1. This person proactively works on solutions."," ","Desired Performance",""
"Anne-Maree Koeber","Averoes Cores","2. This person makes the team more effective."," ","Current Performance","6"
"Anne-Maree Koeber","Averoes Cores","2. This person makes the team more effective."," ","Desired Performance",""
"Anne-Maree Koeber","Averoes Cores","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Anne-Maree Koeber","Averoes Cores","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Anne-Maree Koeber","Averoes Cores","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","2"
"Anne-Maree Koeber","Averoes Cores","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Anne-Maree Koeber","Averoes Cores","5. On my next project I would like to work with this person again."," ","Current Performance","6"
"Anne-Maree Koeber","Averoes Cores","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Anne-Maree Koeber","Mara Allgyer"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Anne-Maree Koeber","Mara Allgyer"," ","Up to 3 things the person should improve","","Align more with team"
"Anne-Maree Koeber","Mara Allgyer"," ","Up to 3 things the person should keep doing","","Financial models work great!"
"Anne-Maree Koeber","Mara Allgyer"," ","Spaceholder","",""
"Anne-Maree Koeber","Mara Allgyer"," ","Spaceholder","",""
"Anne-Maree Koeber","Mara Allgyer"," ","Spaceholder",""," "
"Anne-Maree Koeber","Mara Allgyer"," ","Your relationship to the person being assessed","","Peer"
"Anne-Maree Koeber","Mara Allgyer","1. This person proactively works on solutions."," ","Current Performance","4"
"Anne-Maree Koeber","Mara Allgyer","1. This person proactively works on solutions."," ","Desired Performance",""
"Anne-Maree Koeber","Mara Allgyer","2. This person makes the team more effective."," ","Current Performance","5"
"Anne-Maree Koeber","Mara Allgyer","2. This person makes the team more effective."," ","Desired Performance",""
"Anne-Maree Koeber","Mara Allgyer","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Anne-Maree Koeber","Mara Allgyer","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Anne-Maree Koeber","Mara Allgyer","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Anne-Maree Koeber","Mara Allgyer","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Anne-Maree Koeber","Mara Allgyer","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Anne-Maree Koeber","Mara Allgyer","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Anne-Maree Koeber","Karleen Dobyns"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Anne-Maree Koeber","Karleen Dobyns"," ","Up to 3 things the person should improve","",""
"Anne-Maree Koeber","Karleen Dobyns"," ","Up to 3 things the person should keep doing","",""
"Anne-Maree Koeber","Karleen Dobyns"," ","Spaceholder",""," "
"Anne-Maree Koeber","Karleen Dobyns"," ","Spaceholder","",""
"Anne-Maree Koeber","Karleen Dobyns"," ","Spaceholder","",""
"Anne-Maree Koeber","Karleen Dobyns"," ","Your relationship to the person being assessed","","Peer"
"Anne-Maree Koeber","Karleen Dobyns","1. This person proactively works on solutions."," ","Current Performance","2"
"Anne-Maree Koeber","Karleen Dobyns","1. This person proactively works on solutions."," ","Desired Performance",""
"Anne-Maree Koeber","Karleen Dobyns","2. This person makes the team more effective."," ","Current Performance","4"
"Anne-Maree Koeber","Karleen Dobyns","2. This person makes the team more effective."," ","Desired Performance",""
"Anne-Maree Koeber","Karleen Dobyns","3. This person delivers results that align with the project or team's needs."," ","Current Performance","2"
"Anne-Maree Koeber","Karleen Dobyns","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Anne-Maree Koeber","Karleen Dobyns","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","2"
"Anne-Maree Koeber","Karleen Dobyns","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Anne-Maree Koeber","Karleen Dobyns","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Anne-Maree Koeber","Karleen Dobyns","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Anne-Maree Koeber","Ron Durda"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Anne-Maree Koeber","Ron Durda"," ","Up to 3 things the person should improve","","Align more with team"
"Anne-Maree Koeber","Ron Durda"," ","Up to 3 things the person should keep doing","",""
"Anne-Maree Koeber","Ron Durda"," ","Spaceholder","",""
"Anne-Maree Koeber","Ron Durda"," ","Spaceholder",""," "
"Anne-Maree Koeber","Ron Durda"," ","Spaceholder","",""
"Anne-Maree Koeber","Ron Durda"," ","Your relationship to the person being assessed","","Peer"
"Anne-Maree Koeber","Ron Durda","1. This person proactively works on solutions."," ","Current Performance","6"
"Anne-Maree Koeber","Ron Durda","1. This person proactively works on solutions."," ","Desired Performance",""
"Anne-Maree Koeber","Ron Durda","2. This person makes the team more effective."," ","Current Performance","4"
"Anne-Maree Koeber","Ron Durda","2. This person makes the team more effective."," ","Desired Performance",""
"Anne-Maree Koeber","Ron Durda","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Anne-Maree Koeber","Ron Durda","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Anne-Maree Koeber","Ron Durda","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","5"
"Anne-Maree Koeber","Ron Durda","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Anne-Maree Koeber","Ron Durda","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Anne-Maree Koeber","Ron Durda","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Anne-Maree Koeber","Suzana Spink"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Anne-Maree Koeber","Suzana Spink"," ","Up to 3 things the person should improve","","More data analysis skills!"
"Anne-Maree Koeber","Suzana Spink"," ","Up to 3 things the person should keep doing","",""
"Anne-Maree Koeber","Suzana Spink"," ","Spaceholder",""," "
"Anne-Maree Koeber","Suzana Spink"," ","Spaceholder",""," "
"Anne-Maree Koeber","Suzana Spink"," ","Spaceholder",""," "
"Anne-Maree Koeber","Suzana Spink"," ","Your relationship to the person being assessed","","Peer"
